<<<<<<< HEAD
ブイチューバー,VTuber,1289,1289,501,-9.1222
ブカイ,深い,65,65,307,-5.4845
ブキ,武器,1285,1285,190,-8.7503
ブキヨウ,不器用,1287,1287,66,-9.2290
ブクミ,含み,1285,1285,258,-8.0457
ブジ,無事,1287,1287,282,-7.2867
ブタイ,舞台,1285,1285,322,-8.2163
ブタイ,部隊,1285,1285,53,-8.2479
ブチ,ぶち,559,559,437,-5.4324
ブチ,ぶち,743,743,437,-8.0012
ブチコム,ぶち込む,762,762,501,-9.3105
ブチコメ,ぶち込め,765,765,501,-9.3063
ブチョウ,部長,1285,1285,265,-9.3404
ブッ,ぶっ,559,559,420,-4.3888
ブツ,ぶつ,738,738,331,-8.1218
ブツケ,ぶつけ,625,625,276,-9.1790
ブツケロ,ぶつけろ,623,623,379,-9.3335
ブブン,部分,1285,1285,284,-7.4231
ブモン,部門,1285,1285,378,-8.5737
ブライアン,ブライアン,1291,1291,255,-8.8547
ブラジル,ブラジル,1294,1294,240,-7.0934
ブランディング,ブランディング,1292,1292,378,-8.3953
ブランド,ブランド,1285,1285,274,-8.5257
ブリ,ぶり,1298,1298,143,-7.4263
ブリ,ぶり,788,788,437,-9.0824
ブル,ブル,1290,1290,149,-8.2860
ブル,ぶる,772,772,437,-8.9098
ブルガリア,ブルガリア,1294,1294,19,-8.1896
ブルース,ブルース,1291,1291,196,-9.2340
ブレ,ぶれ,784,784,437,-9.0719
ブレ,ブレ,1289,1289,48,-9.2401
ブレイク,ブレイク,1289,1289,478,-9.2601
ブログ,ブログ,1288,1288,363,-8.0141
ブロック,ブロック,1285,1285,283,-8.9444
ブンカ,文化,1285,1285,88,-8.1020
ブンカイ,分解,1283,1283,174,-9.2585
ブンカツ,分割,1283,1283,375,-8.8269
ブンカホウソウ,文化放送,1292,1292,305,-8.9441
ブンガク,文学,1285,1285,323,-9.1874
ブンキ,分岐,1283,1283,469,-9.2618
ブンキュウ,文久,1293,1293,21,-9.0492
ブンゲイシュンジュウ,文藝春秋,1292,1292,136,-8.1344
ブンショ,文書,1285,1285,59,-9.2177
ブンショウ,文章,1285,1285,59,-8.0367
ブンセキ,分析,1283,1283,239,-8.0395
ブンノ,分の,1300,1300,454,-8.5112
ブンプ,分布,1283,1283,381,-8.5419
ブンヤ,分野,1285,1285,239,-8.4503
ブンリ,分離,1283,1283,375,-8.7102
ブンルイ,分類,1283,1283,375,-7.6263
=======
ブアチカレ,分厚かれ,29,29,60,-9.4433
ブキ,武器,1285,1285,190,-8.7423
ブキヨウ,不器用,1287,1287,66,-9.2866
ブクミ,含み,1285,1285,258,-8.0590
ブジ,無事,1287,1287,282,-7.3856
ブタイ,舞台,1285,1285,322,-8.2820
ブタイ,部隊,1285,1285,53,-8.3423
ブチ,ぶち,559,559,437,-5.5223
ブチ,ぶち,743,743,437,-8.0929
ブッ,ぶっ,559,559,420,-4.4579
ブッシツ,物質,1285,1285,355,-9.3387
ブツ,ぶつ,738,738,331,-8.2145
ブツカリ,ぶつかり,788,788,91,-9.3871
ブツカル,ぶつかる,772,772,471,-9.3283
ブツケ,ぶつけ,625,625,276,-9.1274
ブツケル,ぶつける,619,619,379,-9.3250
ブツケロ,ぶつけろ,623,623,379,-9.3004
ブナン,無難,1287,1287,66,-9.1413
ブブン,部分,1285,1285,284,-7.3728
ブブンガ,部分が,1285,148,17,-9.4398
ブモン,部門,1285,1285,378,-8.6495
ブライアン,ブライアン,1291,1291,255,-8.8629
ブラジル,ブラジル,1294,1294,240,-7.1582
ブランディング,ブランディング,1292,1292,378,-8.4269
ブランド,ブランド,1285,1285,274,-8.4921
ブリ,ぶり,1298,1298,143,-7.5456
ブル,ブル,1290,1290,149,-9.3389
ブルガリア,ブルガリア,1294,1294,19,-8.1886
ブルース,ブルース,1291,1291,196,-9.3008
ブレ,ブレ,1289,1289,48,-9.3061
ブレイク,ブレイク,1289,1289,478,-9.2456
ブログ,ブログ,1288,1288,363,-8.0450
ブロック,ブロック,1285,1285,283,-8.9476
ブンカ,文化,1285,1285,88,-8.1503
ブンカイ,分解,1283,1283,174,-9.1889
ブンカツ,分割,1283,1283,375,-8.8374
ブンカホウソウ,文化放送,1292,1292,305,-8.8983
ブンガク,文学,1285,1285,323,-9.2672
ブンキ,分岐,1283,1283,469,-9.2403
ブンキュウ,文久,1293,1293,21,-9.1139
ブンゲイシュンジュウ,文藝春秋,1292,1292,136,-8.1453
ブンショ,文書,1285,1285,59,-9.2298
ブンショウ,文章,1285,1285,59,-8.0260
ブンセキ,分析,1283,1283,239,-8.0741
ブンノ,分の,1300,1300,454,-8.4557
ブンプ,分布,1283,1283,381,-8.6644
ブンヤ,分野,1285,1285,239,-8.4486
ブンリ,分離,1283,1283,375,-8.7293
ブンルイ,分類,1283,1283,375,-7.6546
ブンレツ,分裂,1283,1283,182,-9.3901
>>>>>>> main
